Employee_id,How satisfied are you with your current role and responsibilities?,How supported do you feel by your manager and team?,How do you feel about your opportunities for career growth and learning?,How was your overall work environment this month?,Do you get enough breaks or downtime during work?,How_satisfied_are_you_with_you_sentiment,How_satisfied_are_you_with_you_score,How_satisfied_are_you_with_you_confidence,How_supported_do_you_feel_by_y_sentiment,How_supported_do_you_feel_by_y_score,How_supported_do_you_feel_by_y_confidence,How_do_you_feel_about_your_opp_sentiment,How_do_you_feel_about_your_opp_score,How_do_you_feel_about_your_opp_confidence,How_was_your_overall_work_envi_sentiment,How_was_your_overall_work_envi_score,How_was_your_overall_work_envi_confidence,Do_you_get_enough_breaks_or_do_sentiment,Do_you_get_enough_breaks_or_do_score,Do_you_get_enough_breaks_or_do_confidence,Overall_Sentiment,Avg_Sentiment_Score,Avg_Confidence_Score
235,"I’m really happy with my current responsibilities because they give me a sense of ownership and accountability. I get to take the lead on projects that match my strengths, and that motivates me to perform better. The environment here encourages creativity, which I truly enjoy. Every day brings a new opportunity to learn and make a difference. Overall, I feel proud of what I do.","I don’t feel supported or encouraged by my manager. It’s like they’re too busy to notice when I’m struggling. The team dynamics are weak; we don’t communicate much beyond what’s necessary. When problems arise, everyone looks out for themselves. It feels like there’s no real leadership keeping us connected.","The company’s lack of growth opportunities is one of my biggest frustrations. There’s no clear structure for promotions or learning. My manager doesn’t discuss career goals, and training sessions are almost nonexistent. I feel like my skills are stagnating because I’m not being challenged. It’s hard to stay motivated in this situation.","The environment this month was acceptable, though not particularly exciting. My manager kept everything on track, but there wasn’t much engagement. My team members were polite but reserved. It was an easy-going month with minimal pressure. Everything went fine, but it felt a little monotonous.","The company has a healthy approach toward downtime. We have scheduled lunch breaks and are free to take short breaks between tasks if necessary. My manager always says, “a fresh mind works better,” and that really shows in our results. The relaxed policy helps me avoid fatigue during long work hours. I appreciate that my well-being is prioritized. It’s made a huge difference in my energy levels.",POSITIVE,1.0,0.7564449310302734,NEGATIVE,-0.5,0.6118892431259155,NEGATIVE,-0.5,0.6439456343650818,NEUTRAL,0.0,0.683934211730957,POSITIVE,0.5,0.5851447582244873,NEUTRAL,0.1,0.6563
240,"I’d describe my satisfaction as somewhere in the middle. I don’t have major complaints, but I also don’t feel very inspired. The workload is balanced, which I appreciate, but the tasks can be monotonous. I do what’s needed without much excitement. It’s a good environment overall, but it lacks a sense of spark.",I couldn’t ask for a more supportive environment. My manager encourages me to voice ideas and even backs me when they’re unconventional. My teammates respect differences and always offer help without hesitation. There’s mutual trust that makes collaboration effortless. Knowing that I have such reliable people around me makes coming to work genuinely enjoyable.,"The opportunities for growth are there, but they’re not very clear. My manager is helpful when asked but doesn’t take initiative in planning my development. I’ve picked up some skills along the way, mostly from experience. It’s an okay environment to learn at your own pace. I just wish it were more structured.","This month’s work atmosphere was manageable and calm. My manager made sure tasks were completed on time, though there wasn’t much interaction beyond that. The team was quiet and efficient. It’s been a decent period of stability, but it felt somewhat uninspired. Everything worked fine, just without energy.","The breaks I get are okay, but I wish there were more emphasis on taking them seriously. My manager doesn’t discourage them, but the culture feels very work-focused. People often skip rest even when it’s needed. It’s manageable, but not particularly healthy. A bit more awareness would help.",NEUTRAL,0.0,0.7253649830818176,POSITIVE,1.0,0.6952791213989258,NEUTRAL,0.0,0.766581654548645,POSITIVE,0.5,0.5290021300315857,NEUTRAL,0.0,0.8333647847175598,POSITIVE,0.3,0.7099
287,"I’m quite satisfied with my work because I can see clear progress in my performance. The responsibilities I have now are more aligned with my strengths than ever before. I also get regular feedback that helps me improve. My colleagues are supportive, and we collaborate well to reach our targets. It feels rewarding to be part of such a positive environment.","I really appreciate the openness within my team. My manager encourages regular feedback sessions where we discuss what’s working and what isn’t. That honesty helps everyone grow without fear of blame. When someone faces pressure, others step up automatically. It’s that unity that keeps me motivated even during hectic projects.","The opportunities for development here are average. I’ve attended a few workshops, but they felt generic and not specific to my career path. My manager occasionally checks in about growth, but there’s no consistent plan. I do appreciate the chance to learn independently, though. It’s fine for now, but it could be more engaging.","The work environment has been quite stressful lately. There’s been too much workload with very little coordination. My manager seemed overwhelmed, and the team barely communicated. Everyone was just focused on finishing their tasks individually. The lack of collaboration made things harder than they should’ve been. It’s been a tiring and demotivating month.","Honestly, I feel drained because there’s never enough rest time. Meetings go back-to-back, and tasks pile up endlessly. My manager doesn’t plan schedules realistically. Lunch breaks get shortened, and no one seems to notice how tired people are. It’s frustrating to feel ignored when burnout is clearly visible.",POSITIVE,1.0,0.5435975193977356,POSITIVE,1.0,0.6009925007820129,NEUTRAL,0.0,0.7809852361679077,NEGATIVE,-0.5,0.6069431900978088,NEGATIVE,-0.5,0.5501514673233032,NEUTRAL,0.2,0.6165
294,"I’m not happy with my responsibilities because they feel meaningless most of the time. I finish my tasks, but I rarely feel proud of what I’ve done. The work has become repetitive, and I don’t see any opportunity to grow. I wish there was more trust or guidance from management. It’s difficult to stay motivated in this environment.","The best part about my workplace is how approachable everyone is. My manager’s door is literally and figuratively always open. When I hit roadblocks, guidance arrives quickly, saving me from unnecessary stress. My team members constantly check in on each other’s progress. It’s comforting to know that everyone genuinely wants me to succeed.",The opportunities for learning here have been incredible. I’ve gained both technical and interpersonal skills through projects and training workshops. My manager supports my goals and even helps me identify areas where I can improve. I feel empowered to explore new ideas and innovate. The culture of learning is deeply embedded in the team. It’s satisfying to be in an environment that values growth as much as results.,"This month felt especially toxic. There was too much criticism and very little appreciation. My manager’s tone was harsh, and feedback often came across as blame. Colleagues were tense and avoided interaction. The overall mood in the office was depressing. It’s been hard to stay positive in such a demoralizing environment.","The work environment doesn’t give much room for rest. Even during short breaks, we’re expected to stay responsive. My manager seems more focused on output than employee health. It’s hard to recharge when you never get a real pause. I feel mentally tired and emotionally detached from my work.",NEGATIVE,-0.5,0.6281206607818604,POSITIVE,1.0,0.6082555651664734,POSITIVE,1.0,0.8640391826629639,NEGATIVE,-1.0,0.523830235004425,NEGATIVE,-0.5,0.5198374390602112,NEUTRAL,0.0,0.6288
324,"I feel very positive about my current responsibilities. My tasks are challenging enough to keep me interested, and I’m constantly learning something new. I appreciate how open and supportive the work environment is. My manager’s encouragement helps me stay confident. Overall, I feel proud of what I do and where I am.","I’ve never worked in a place where teamwork felt so genuine. My manager ensures transparency, which builds trust across the group. When challenges arise, everyone contributes ideas instead of pointing fingers. The encouragement I receive boosts my confidence to take on bigger tasks. It’s truly a positive and inspiring environment.",I really appreciate how learning here is treated as a continuous process. The company provides access to multiple platforms for skill enhancement. My manager regularly assigns stretch projects that challenge me to think differently. It’s satisfying to see how much progress I’ve made over the past year. The opportunities here make me feel excited about my long-term future.,"I felt really comfortable and supported at work this month. The office environment was vibrant, with good communication and teamwork. My manager made sure everyone was aligned and appreciated for their contributions. People were more relaxed, and it helped reduce stress levels. The positive energy around me made work feel less like a burden. I’m genuinely happy with how things went.","Yes, I get enough downtime to feel balanced. The company promotes work-life balance genuinely, not just in words. My manager reminds us to take breaks regularly, especially when we’re working long hours. Even five minutes away from the screen helps me focus better. The overall culture is supportive and understanding. It feels nice to work in such a mindful environment.",POSITIVE,0.5,0.5122613310813904,POSITIVE,1.0,0.8423042297363281,POSITIVE,0.5,0.5273459553718567,POSITIVE,1.0,0.7423053979873657,POSITIVE,0.5,0.4389245808124542,POSITIVE,0.7,0.6126
328,"I often feel unappreciated despite putting in long hours. My responsibilities have increased over time, but there’s been no recognition or growth in return. It feels like my efforts are taken for granted. The lack of feedback makes it hard to improve or feel valued. I’m starting to question if this role is right for me anymore.","I think the support I receive is fair but forgettable. My manager is approachable in theory, though I often have to wait for responses. My team is easy to work with, but we mostly stick to our own tasks. There’s no real conflict, but also no real sense of unity. It’s okay—steady but emotionally flat.","I’m unsatisfied because my tasks feel disconnected from the company’s goals. I don’t see how my work makes any real impact. The lack of clarity and feedback from management makes it worse. I try to stay positive, but it’s difficult when motivation is so low. I feel like I’m just filling time rather than contributing.","This month has been great in terms of work atmosphere. The team functioned well together, and conflicts were resolved quickly and respectfully. My manager encouraged open dialogue, which helped everyone stay connected. Even during heavy workloads, there was a sense of unity and humor. It felt like a well-coordinated team working toward shared goals. I really enjoyed the vibe this month.","Yes, the breaks I get are more than enough to stay energized. My manager is very understanding about personal space and downtime. I usually take small walks during breaks, and it helps me clear my head. The company genuinely cares about employee well-being. This positive approach makes me want to perform even better. It’s been a refreshing change.",NEGATIVE,-0.5,0.4465271830558777,NEUTRAL,0.0,0.6999353170394897,NEGATIVE,-0.5,0.609104573726654,POSITIVE,1.0,0.5858365297317505,POSITIVE,1.0,0.48978567123413086,NEUTRAL,0.2,0.5662
337,"I’m neither thrilled nor disappointed with my current role. The work is predictable, which has its pros and cons. I know what to expect every day, but that also means it’s easy to get bored. The responsibilities are manageable and fair. Still, I sometimes wonder if I could do more in a different role.","I always feel supported because my manager recognizes both small and large achievements. That acknowledgment goes a long way toward keeping morale high. The team culture encourages asking for help without hesitation, which reduces stress. I know that if I face a problem, I won’t have to solve it alone. That sense of security keeps me performing at my best."," Honestly, I don’t see many opportunities for growth here. It feels like my career has reached a standstill. There are no structured learning programs or mentoring initiatives, and my manager rarely discusses future goals with me. Most of the projects feel repetitive, leaving little room for skill enhancement. I want to grow, but there’s just no guidance or direction provided. It’s frustrating to feel stuck despite working hard.","The overall environment this month was fine but not remarkable. Things moved smoothly, and there were no conflicts. My manager handled everything efficiently, but there wasn’t much encouragement or enthusiasm. The team worked independently most of the time. It’s been peaceful but somewhat dull.","Breaks are allowed but not emphasized. My manager trusts us to manage our own time. I try to take short rests, but sometimes the work just doesn’t stop. It’s not bad, but it would be nice if breaks were encouraged more openly. It’s a neutral experience for me overall.",NEUTRAL,0.0,0.6500881910324097,POSITIVE,1.0,0.5631044507026672,NEGATIVE,-0.5,0.6475656628608704,NEUTRAL,0.0,0.6475391983985901,NEUTRAL,0.0,0.5305302739143372,NEUTRAL,0.1,0.6078
364,I’m genuinely happy in my role because it aligns well with my goals. I enjoy the tasks I handle and the people I work with. There’s a healthy level of challenge that keeps me sharp and engaged. My manager recognizes my efforts and provides meaningful feedback. It feels good to know that I’m making a real contribution.,"My manager’s support is both professional and personal. They motivate me when I doubt myself and celebrate when I succeed. My teammates are dependable, and we share responsibilities without hesitation. There’s a genuine sense of unity that makes even difficult tasks enjoyable. I truly feel lucky to be part of such a cohesive team.",Career growth here feels almost impossible. There’s no proper channel for promotions or recognition. My manager doesn’t guide or mentor employees—just delegates tasks. The company seems uninterested in developing internal talent. I feel like my professional growth has stalled completely. It’s disheartening and demotivating.,"I’d describe this month as extremely stressful. The workload was heavy, and the pressure never seemed to ease. My manager didn’t provide enough clarity or motivation. Colleagues were irritable and disconnected, and the environment felt suffocating. I found it hard to stay productive amidst the tension. It’s been mentally exhausting.","I don’t think I get enough time to rest or decompress. Work just keeps flowing from one task to the next. My manager rarely checks if we’re doing okay. Even when I take short breaks, I feel guilty for doing so. It’s a draining cycle that’s hard to sustain.",POSITIVE,1.0,0.7797306180000305,POSITIVE,1.0,0.8456646800041199,NEGATIVE,-1.0,0.5699813961982727,NEGATIVE,-0.5,0.5596540570259094,NEGATIVE,-0.5,0.4309508800506592,NEUTRAL,0.0,0.6372
369,"My role offers me a great opportunity to grow professionally. I appreciate the balance between structured work and creative freedom. I feel that my inputs are valued, and that gives me confidence to perform better. The work environment is supportive and understanding. Overall, I’m very pleased with how my responsibilities are shaping my career.","I think the support I receive is fair but forgettable. My manager is approachable in theory, though I often have to wait for responses. My team is easy to work with, but we mostly stick to our own tasks. There’s no real conflict, but also no real sense of unity. It’s okay—steady but emotionally flat.","I’m extremely satisfied with the learning opportunities offered here. From workshops to mentorships, there’s always room to upgrade my skills. My manager supports all my learning efforts and encourages creativity. I feel valued for both my potential and my current contributions. It’s a place that truly invests in its people.","I’ve really enjoyed the work environment recently. The mood in the office was upbeat, and people were more communicative. My manager encouraged open discussions and recognized achievements. We worked through challenges as a team, which created a stronger bond. The positive energy made it easier to stay motivated. It’s been a very good month overall.","Yes, I think the downtime I get is sufficient and well-balanced. My manager always emphasizes rest when workloads increase. Even during busy projects, we’re reminded to pause and recharge. It keeps morale high and burnout low. I feel mentally refreshed and physically comfortable throughout the day. It’s a great approach that benefits everyone.",POSITIVE,1.0,0.6921921968460083,NEUTRAL,0.0,0.6999353170394897,POSITIVE,1.0,0.8468696475028992,POSITIVE,0.5,0.6042491793632507,POSITIVE,1.0,0.4616808593273163,POSITIVE,0.7,0.661
386,"My role no longer feels fulfilling or inspiring. I feel drained, unmotivated, and unrecognized. The responsibilities haven’t evolved, and I’m starting to feel stagnant. Even though I try to stay professional, the lack of appreciation affects my morale. I just want work that makes me feel proud again.","I feel completely disconnected from my manager and team. There’s little collaboration, and when I ask for help, I often get ignored or brushed off. It’s disheartening because I genuinely want to contribute but don’t know where I stand. The absence of support has started to affect my confidence. It feels like I’m working alone despite being part of a team.","My current role offers no real growth. I’ve tried to take initiative and learn new things, but there’s no support from management. My manager seems uninterested in discussing long-term development. The projects I work on are repetitive and don’t challenge me anymore. It’s hard to feel enthusiastic when your learning curve is flat.","I’ve grown increasingly dissatisfied with my current responsibilities. The job lacks variety, and I rarely get to learn anything new. It feels like I’m stuck in the same loop day after day. I don’t feel recognized for the effort I put in, which makes it worse. I wish there were opportunities to grow or take on something meaningful.","No, there’s never enough downtime. The amount of work keeps increasing, but the time to recover hasn’t. My manager doesn’t plan for rest periods in the schedule. People are visibly tired and unmotivated. It’s becoming hard to stay positive in such an intense environment.",NEGATIVE,-0.5,0.6175798177719116,NEGATIVE,-0.5,0.6467022895812988,NEGATIVE,-0.5,0.6124110817909241,NEGATIVE,-0.5,0.668724536895752,NEGATIVE,-0.5,0.5833829641342163,NEGATIVE,-0.5,0.6258
436,"I’m very satisfied with my job because I get to work on projects that genuinely interest me. The company encourages new ideas, and I feel like I have the freedom to experiment. My responsibilities help me develop both technical and interpersonal skills. I also appreciate the recognition I receive for my efforts. It’s motivating to be part of such an encouraging environment.","The lack of communication from my manager has become a real issue. I often have to guess what’s expected because directions are so unclear. My teammates mean well, but there’s no real cooperation. Everyone just wants to finish their work and move on. It’s frustrating because it feels like no one’s working toward a common goal.","I’d describe my growth experience here as stable but slow. The company gives room to learn, but it’s mostly self-driven. My manager provides feedback occasionally but not in a structured way. I’ve gained some practical experience, which is good, but I don’t feel like I’m advancing quickly. It’s an acceptable but unremarkable situation.","This month has been quite tough. The workload increased dramatically, but the support from management didn’t. Everyone was frustrated, and communication broke down. My manager seemed disengaged, which made it worse. The tension in the office was noticeable every day. It’s been a stressful and emotionally tiring period.","I get some time to rest during work, though not as much as I’d like. My manager is flexible, but I often feel guilty stepping away during busy hours. The team is understanding, but everyone seems too focused to take real breaks. It’s manageable, but not relaxing.",POSITIVE,1.0,0.7073613405227661,NEGATIVE,-0.5,0.5763915777206421,NEUTRAL,0.0,0.6412021517753601,NEGATIVE,-0.5,0.503096342086792,NEUTRAL,0.0,0.7881449460983276,NEUTRAL,0.0,0.6432
464,"I feel satisfied because my responsibilities have a direct impact on important outcomes. I get to collaborate with smart, motivated colleagues, which makes the work enjoyable. My job allows me to learn new things regularly, keeping me engaged. I feel valued by my manager and appreciated by my peers. It’s been a great experience overall.","The amount of support I get from my colleagues is incredible. My manager sets the tone by encouraging teamwork and open communication. When something goes wrong, we fix it together instead of blaming anyone. That collective mindset makes stressful days much easier. It feels like I’m part of a truly caring community.","The absence of development programs makes me question my future here. My manager never brings up learning opportunities, and there’s no system for promotion. Every day feels the same, with no sense of progression. I’ve stopped expecting feedback or mentorship. It’s frustrating to feel like I’m just standing still.",The workplace felt uncomfortably stressful this month. There was a constant rush to meet unrealistic deadlines. My manager didn’t seem to care about the pressure everyone was under. Team meetings turned into complaint sessions rather than problem-solving. I felt mentally exhausted by the end of each week. It’s been an emotionally draining experience.,"The system for breaks is flexible, but I don’t always take advantage of it. My manager is fine with short breaks, though I often skip them when deadlines pile up. It’s more of a personal habit than a company issue. I get enough rest, just not regularly. It’s okay, but not ideal.",POSITIVE,0.5,0.5082094073295593,POSITIVE,1.0,0.828281581401825,NEGATIVE,-0.5,0.5763782262802124,NEGATIVE,-0.5,0.49924421310424805,NEUTRAL,0.0,0.794832706451416,NEUTRAL,0.1,0.6414
480,"My current job fits me really well. I love that I can combine creativity and problem-solving in my daily work. My role pushes me to think differently, and I appreciate that kind of challenge. My manager trusts me with important responsibilities, which boosts my confidence. Overall, I feel engaged, appreciated, and proud of what I do.","I think the support I receive is fair but forgettable. My manager is approachable in theory, though I often have to wait for responses. My team is easy to work with, but we mostly stick to our own tasks. There’s no real conflict, but also no real sense of unity. It’s okay—steady but emotionally flat.","Learning opportunities exist, but they’re somewhat generic. I’ve attended a few, but they haven’t added much to my role. My manager is supportive in theory but doesn’t have time for mentoring. The work experience itself helps me learn slowly. It’s a neutral situation overall—manageable, not motivating.","The atmosphere at work this month was functional and calm. My colleagues were focused, and communication was decent. My manager was professional but not very engaging. There weren’t any major problems or wins—just a steady flow of work. It’s been a fine month, though not especially motivating.","No, the breaks are almost nonexistent here. Workloads have increased, but expectations haven’t adjusted. My manager doesn’t prioritize rest—it’s always about output. The pressure to stay busy all day is exhausting. I feel like I’m running out of energy and patience. It’s a very unhealthy routine.",POSITIVE,1.0,0.6761177778244019,NEUTRAL,0.0,0.6999353170394897,NEUTRAL,0.0,0.7092361450195312,POSITIVE,0.5,0.6143689155578613,NEGATIVE,-0.5,0.5626406669616699,NEUTRAL,0.2,0.6525
514,"I feel frustrated because my job expectations keep changing without any clear communication. It’s stressful trying to keep up with shifting priorities. I spend a lot of time fixing things that aren’t my responsibility, and it’s exhausting. The lack of structure makes it impossible to feel accomplished. I don’t feel like my hard work is being noticed or rewarded.",My manager doesn’t seem interested in mentoring or guiding me. Most communication happens only when deadlines are missed or mistakes occur. There’s no positive reinforcement or constructive feedback. My teammates are distant and uninterested in collaboration. It’s tough to feel engaged in such an uninvolved atmosphere.,I’m thrilled with the opportunities I’ve received to expand my knowledge and skills. The management is proactive in identifying training that fits my career path. My team encourages learning through collaboration and idea sharing. I feel that every project I handle contributes to my growth. It’s fulfilling to know that development is a shared goal here.,"This month felt quite toxic overall. There was too much pressure and not enough appreciation. My manager didn’t handle the team’s stress well, and that created a lot of tension. People were on edge, and small mistakes caused big reactions. It was difficult to focus in such a negative atmosphere. I hope next month is better.","I’ve grown increasingly dissatisfied with my current responsibilities. The job lacks variety, and I rarely get to learn anything new. It feels like I’m stuck in the same loop day after day. I don’t feel recognized for the effort I put in, which makes it worse. I wish there were opportunities to grow or take on something meaningful.",NEGATIVE,-0.5,0.6895488500595093,NEGATIVE,-0.5,0.5730616450309753,POSITIVE,1.0,0.8237012624740601,NEGATIVE,-0.5,0.6419848203659058,NEGATIVE,-0.5,0.668724536895752,NEUTRAL,-0.2,0.6794
541,"I’m generally okay with my role, but it doesn’t always feel fulfilling. The tasks are clear, but I don’t feel particularly connected to the outcomes. The monotony sometimes affects my motivation. On the bright side, the work-life balance is good. It’s stable, just not exciting.","My manager’s guidance has been a huge factor in my growth. They provide clear direction yet give me room to make independent choices. Whenever I stumble, the feedback is always kind and solution-oriented. My team is equally dependable—we motivate one another constantly. Knowing that people trust and back me up keeps me confident and focused on results.","I’m really happy with how the company encourages continuous learning. There are regular sessions, certifications, and mentorships available for employees who want to grow. My manager often assigns tasks that push me slightly beyond my comfort zone, and that helps me learn faster. I appreciate the trust placed in me to handle new challenges. The environment here fosters curiosity and self-improvement.",The work environment this month has been genuinely supportive. People were respectful and open-minded during discussions. My manager made sure everyone’s contributions were recognized. The balance between work and communication was perfect. It was motivating to be surrounded by so much positivity. I truly enjoyed being part of such an encouraging environment.,"Yes, I get enough downtime during work to recharge myself. The culture promotes mental wellness and self-care, which makes a huge difference. My manager often reminds us to avoid overworking and to take small breaks when needed. The supportive environment keeps my stress levels low. I feel more creative and efficient because of it. It’s a great balance overall.",NEUTRAL,0.0,0.8181827664375305,POSITIVE,1.0,0.6645988821983337,POSITIVE,1.0,0.6609225869178772,POSITIVE,1.0,0.8692587614059448,POSITIVE,0.5,0.4634493291378021,POSITIVE,0.7,0.6953
548,"This role has given me the perfect mix of stability and challenge. I appreciate that my manager trusts me to handle important projects and supports me when I take risks. My responsibilities push me to improve, but they’re not overwhelming. I feel like my contributions are noticed and appreciated by the team. It’s fulfilling to see how my work adds real value to the company.","I feel lucky to be part of a team that values communication and encouragement. My manager regularly checks in—not to micromanage, but to ensure we have everything we need to succeed. Everyone here is eager to share knowledge and celebrate wins together. It feels like we’re building something collectively rather than working in silos. That level of support makes even hectic days manageable.","I feel genuinely optimistic about my growth opportunities here. My manager constantly encourages me to take on new challenges that help expand my skills. The company invests in learning programs and training sessions that make me feel valued. I can see a clear path for progression within my role, which keeps me motivated. The constant feedback and mentorship I receive push me to improve. It feels great to know my development matters to the organization.","I’d say the environment this month was neutral in every way. There was no tension or conflict, but also no enthusiasm. My manager communicated deadlines well but didn’t interact much otherwise. The team was quiet and focused on their work. It was neither good nor bad—just stable.","I’d say I’m quite content with how breaks are managed in our team. My manager allows flexibility as long as the work gets done. It gives me room to relax and clear my head when needed. The team culture is understanding and encouraging. I never feel pressured to skip breaks, which helps me stay positive. It’s one of the reasons I enjoy working here.",POSITIVE,1.0,0.6203497052192688,POSITIVE,1.0,0.6581742167472839,POSITIVE,1.0,0.666952908039093,NEUTRAL,0.0,0.34259888529777527,POSITIVE,0.5,0.5756251811981201,POSITIVE,0.7,0.5727
563,"I feel constantly overworked and underappreciated. My manager assigns too many responsibilities without considering the workload. Even after putting in extra hours, there’s little acknowledgment. It’s exhausting and makes me feel undervalued. I’m starting to lose interest in my work completely.","My manager’s lack of involvement makes my work much harder. I often get unclear instructions and minimal feedback. When I ask for clarification, I’m told to “figure it out.” My teammates are friendly but rarely collaborate, which makes me feel isolated. It’s frustrating to be part of a team that doesn’t function like one.","I’ve grown increasingly dissatisfied with my current responsibilities. The job lacks variety, and I rarely get to learn anything new. It feels like I’m stuck in the same loop day after day. I don’t feel recognized for the effort I put in, which makes it worse. I wish there were opportunities to grow or take on something meaningful.","This month, the office atmosphere was really positive and engaging. The management was attentive and open to feedback. My team worked well together, helping each other meet deadlines without stress. I felt heard, appreciated, and part of something productive. It’s been one of the better months in terms of team spirit. I hope this continues."," Yes, I feel like I get enough breaks throughout the day to recharge. My manager encourages us to step away from our desks when needed, which helps prevent burnout. I usually take short coffee breaks or quick walks, and it really refreshes me. The team also respects each other’s downtime, which creates a healthy rhythm. It’s nice to know the company values balance as much as productivity. I feel mentally fresh and focused because of it.",NEGATIVE,-0.5,0.6733956933021545,NEGATIVE,-0.5,0.6209872961044312,NEGATIVE,-0.5,0.668724536895752,POSITIVE,1.0,0.5409552454948425,POSITIVE,0.5,0.444181352853775,NEUTRAL,0.0,0.5896
567,"I’m okay with my current responsibilities, though I occasionally feel underutilized. The workload is manageable, and I meet expectations easily. Still, I miss the sense of excitement that comes with learning something new. The job gives me stability, but not much personal fulfillment. It’s neither bad nor great — just somewhere in between.","I’ve always felt that my manager trusts my judgment. They guide rather than dictate, which helps me take ownership of my work. The team spirit here is equally strong—people step in to assist whenever needed. We share knowledge freely, which keeps everyone learning. This supportive culture has been a huge factor in my job satisfaction.","My experience with learning here has been mixed. On one hand, I’ve gained practical exposure through daily tasks. On the other, there aren’t many structured training options. My manager is approachable, but we don’t talk much about career goals. It’s a decent place to maintain skills but not necessarily to accelerate growth.","This month, the work atmosphere felt really negative. There was a lack of trust and poor communication from leadership. My manager didn’t acknowledge anyone’s efforts, which made motivation plummet. The constant pressure to perform made the environment tense. It was difficult to stay positive when everything felt forced.","Yes, I feel I get adequate time to rest between work. The team understands that productivity doesn’t come from constant pressure. My manager checks in to make sure no one’s overworked. I usually take short breaks to stretch or walk around, and it really helps. This kind of balance makes me more consistent in my performance. It’s been working very well for me.",NEUTRAL,0.0,0.8319029211997986,POSITIVE,1.0,0.8087401390075684,NEUTRAL,0.0,0.7267128825187683,NEGATIVE,-0.5,0.5127637982368469,POSITIVE,0.5,0.549259603023529,NEUTRAL,0.2,0.6859
569,"The job is alright for the most part. I know what I need to do, and I do it well. But after a while, it starts to feel repetitive. I think I’ve gotten comfortable with the routine, which isn’t necessarily bad, but it does make things feel monotonous. I appreciate the stability, though I wouldn’t mind some change or challenge every now and then.","I think the support I receive is fair but forgettable. My manager is approachable in theory, though I often have to wait for responses. My team is easy to work with, but we mostly stick to our own tasks. There’s no real conflict, but also no real sense of unity. It’s okay—steady but emotionally flat.","I’m very happy with the way the organization promotes learning and growth. There’s a clear process for career advancement, and communication about opportunities is transparent. My manager offers constructive feedback that genuinely helps me improve. The internal mobility options also make it easier to explore new roles. I feel supported in every step of my professional journey.","The work environment has been overwhelming this month. The expectations kept changing, and there was no proper direction. My manager seemed distant, and team collaboration suffered as a result. People were frustrated and tired, which affected morale. It’s been a rough, energy-draining few weeks.",I barely get any time for myself during work hours. There’s no structure or encouragement for breaks. My manager expects continuous performance without pause. It’s hard to stay motivated when you’re constantly tired. I feel physically worn out and mentally numb by the end of each day.,NEUTRAL,0.0,0.6672948598861694,NEUTRAL,0.0,0.6999353170394897,POSITIVE,1.0,0.8266306519508362,NEGATIVE,-0.5,0.5820906758308411,NEGATIVE,-0.5,0.6064419150352478,NEUTRAL,0.0,0.6765
596,"I honestly feel disconnected from my role. It doesn’t reflect my abilities or interests anymore. Most of my time is spent on routine work that adds little value to my development. Even though I meet expectations, I rarely feel appreciated or acknowledged. The lack of excitement is draining, and it’s hard to stay motivated when there’s nothing new to look forward to."," I feel genuinely supported by my manager and team every single day. Whenever I face a challenge, someone is always there to guide or assist me without judgment. My manager makes time for one-on-one discussions, which helps me stay clear on my goals. The team environment is open and respectful, and everyone’s opinions are valued. I never feel alone in handling tough projects, and that reassurance keeps me motivated. Working with people who truly care makes all the difference.","I feel there’s immense potential for growth in my current role. The company provides the right resources and guidance for personal and career development. I’ve had the opportunity to lead small initiatives, which has boosted my confidence. My manager’s feedback has been instrumental in helping me refine my skills. It’s rewarding to see myself evolve within such a supportive structure.",This month’s work environment was extremely stressful and disorganized. There were multiple issues that went unresolved because of poor leadership. My manager didn’t seem to care about team morale. The constant negativity and lack of support made it hard to stay focused. I felt emotionally and mentally worn out by the end of the month.,"Yes, I definitely get enough time to unwind during the day. I appreciate how the team respects personal space and understands the need for small breaks. My manager encourages everyone to disconnect for a few minutes to refresh their focus. These short pauses help me reset mentally. I’ve noticed that it actually improves my productivity. It’s a very balanced system overall.",NEGATIVE,-0.5,0.7239908576011658,POSITIVE,1.0,0.8059338927268982,POSITIVE,1.0,0.7206612825393677,NEGATIVE,-0.5,0.5058441162109375,POSITIVE,0.5,0.5484340190887451,POSITIVE,0.3,0.661
